"chr","hg19","hg38"
"17","41201520",43049503
"17","41201521",43049504
"17","41201522",43049505
"17","41201523",43049506
"17","41201524",43049507
"17","41201525",43049508
"17","41201526",43049509
"17","41201527",43049510
"17","41201528",43049511
"17","41201529",43049512
"17","41201530",43049513
"17","41201531",43049514
"17","41201532",43049515
"17","41201533",43049516
"17","41201534",43049517
"17","41201535",43049518
"17","41201536",43049519
"17","41201537",43049520
"17","41201538",43049521
"17","41201539",43049522
"17","41201540",43049523
"17","41201541",43049524
"17","41201542",43049525
"17","41201543",43049526
"17","41201544",43049527
"17","41201545",43049528
"17","41201546",43049529
"17","41201547",43049530
"17","41201548",43049531
"17","41201549",43049532
"17","41201550",43049533
"17","41201551",43049534
"17","41201552",43049535
"17","41201553",43049536
"17","41201554",43049537
"17","41201555",43049538
"17","41201556",43049539
"17","41201557",43049540
"17","41201558",43049541
"17","41201559",43049542
"17","41201560",43049543
"17","41201561",43049544
"17","41201562",43049545
"17","41201563",43049546
"17","41201564",43049547
"17","41201565",43049548
"17","41201566",43049549
"17","41201567",43049550
"17","41201568",43049551
"17","41201569",43049552
"17","41201570",43049553
"17","41201571",43049554
"17","41201572",43049555
"17","41201573",43049556
"17","41201574",43049557
"17","41201575",43049558
"17","41201576",43049559
"17","41201577",43049560
"17","41201578",43049561
"17","41201579",43049562
"17","41201580",43049563
"17","41201581",43049564
"17","41201582",43049565
"17","41201583",43049566
"17","41201584",43049567
"17","41201585",43049568
"17","41201586",43049569
"17","41201587",43049570
"17","41201588",43049571
"17","41201589",43049572
"17","41201590",43049573
"17","41201591",43049574
"17","41201592",43049575
"17","41201593",43049576
"17","41201594",43049577
"17","41201595",43049578
"17","41201596",43049579
"17","41201597",43049580
"17","41201598",43049581
"17","41201599",43049582
"17","41201600",43049583
"17","41201601",43049584
"17","41201602",43049585
"17","41201603",43049586
"17","41201604",43049587
"17","41201605",43049588
"17","41201606",43049589
"17","41201607",43049590
"17","41201608",43049591
"17","41201609",43049592
"17","41201610",43049593
"17","41201611",43049594
"17","41201612",43049595
"17","41201613",43049596
"17","41201614",43049597
"17","41201615",43049598
"17","41201616",43049599
"17","41201617",43049600
"17","41201618",43049601
"17","41201619",43049602
"17","41201620",43049603
"17","41201621",43049604
"17","41201622",43049605
"17","41201623",43049606
"17","41201624",43049607
"17","41201625",43049608
"17","41201626",43049609
"17","41201627",43049610
"17","41201628",43049611
"17","41201629",43049612
"17","41201630",43049613
"17","41201631",43049614
"17","41201632",43049615
"17","41201633",43049616
"17","41201634",43049617
"17","41201635",43049618
"17","41201636",43049619
"17","41201637",43049620
"17","41201638",43049621
"17","41201639",43049622
"17","41201640",43049623
"17","41201641",43049624
"17","41201642",43049625
"17","41201643",43049626
"17","41201644",43049627
"17","41201645",43049628
"17","41201646",43049629
"17","41201647",43049630
"17","41201648",43049631
"17","41201649",43049632
"17","41201650",43049633
"17","41201651",43049634
"17","41201652",43049635
"17","41201653",43049636
"17","41201654",43049637
"17","41201655",43049638
"17","41201656",43049639
"17","41201657",43049640
"17","41201658",43049641
"17","41201659",43049642
"17","41201660",43049643
"17","41201661",43049644
"17","41201662",43049645
"17","41201663",43049646
"17","41201664",43049647
"17","41201665",43049648
"17","41201666",43049649
"17","41201667",43049650
"17","41201668",43049651
"17","41201669",43049652
"17","41201670",43049653
"17","41201671",43049654
"17","41201672",43049655
"17","41201673",43049656
"17","41201674",43049657
"17","41201675",43049658
"17","41201676",43049659
"17","41201677",43049660
"17","41201678",43049661
"17","41201679",43049662
"17","41201680",43049663
"17","41201681",43049664
"17","41201682",43049665
"17","41201683",43049666
"17","41201684",43049667
"17","41201685",43049668
"17","41201686",43049669
"17","41201687",43049670
"17","41201688",43049671
"17","41201689",43049672
"17","41201690",43049673
"17","41201691",43049674
"17","41201692",43049675
"17","41201693",43049676
"17","41201694",43049677
"17","41201695",43049678
"17","41201696",43049679
"17","41201697",43049680
"17","41201698",43049681
"17","41201699",43049682
"17","41201700",43049683
"17","41201701",43049684
"17","41201702",43049685
"17","41201703",43049686
"17","41201704",43049687
"17","41201705",43049688
"17","41201706",43049689
"17","41201707",43049690
"17","41201708",43049691
"17","41201709",43049692
"17","41201710",43049693
"17","41201711",43049694
"17","41201712",43049695
"17","41201713",43049696
"17","41201714",43049697
"17","41201715",43049698
"17","41201716",43049699
"17","41201717",43049700
"17","41201718",43049701
"17","41201719",43049702
"17","41201720",43049703
"17","41201721",43049704
"17","41201722",43049705
"17","41201723",43049706
"17","41201724",43049707
"17","41201725",43049708
"17","41201726",43049709
"17","41201727",43049710
"17","41201728",43049711
"17","41201729",43049712
"17","41201730",43049713
"17","41201731",43049714
"17","41201732",43049715
"17","41201733",43049716
"17","41201734",43049717
"17","41201735",43049718
"17","41201736",43049719
"17","41201737",43049720
"17","41201738",43049721
"17","41201739",43049722
"17","41201740",43049723
"17","41201741",43049724
"17","41201742",43049725
"17","41201743",43049726
"17","41201744",43049727
"17","41201745",43049728
"17","41201746",43049729
"17","41201747",43049730
"17","41201748",43049731
"17","41201749",43049732
"17","41201750",43049733
"17","41201751",43049734
"17","41201752",43049735
"17","41201753",43049736
"17","41201754",43049737
"17","41201755",43049738
"17","41201756",43049739
"17","41201757",43049740
"17","41201758",43049741
"17","41201759",43049742
"17","41201760",43049743
"17","41201761",43049744
"17","41201762",43049745
"17","41201763",43049746
"17","41201764",43049747
"17","41201765",43049748
"17","41201766",43049749
"17","41201767",43049750
"17","41201768",43049751
"17","41201769",43049752
"17","41201770",43049753
"17","41201771",43049754
"17","41201772",43049755
"17","41201773",43049756
"17","41201774",43049757
"17","41201775",43049758
"17","41201776",43049759
"17","41201777",43049760
"17","41201778",43049761
"17","41201779",43049762
"17","41201780",43049763
"17","41201781",43049764
"17","41201782",43049765
"17","41201783",43049766
"17","41201784",43049767
"17","41201785",43049768
"17","41201786",43049769
"17","41201787",43049770
"17","41201788",43049771
"17","41201789",43049772
"17","41201790",43049773
"17","41201791",43049774
"17","41201792",43049775
"17","41201793",43049776
"17","41201794",43049777
"17","41201795",43049778
"17","41201796",43049779
"17","41201797",43049780
"17","41201798",43049781
"17","41201799",43049782
"17","41201800",43049783
"17","41201801",43049784
"17","41201802",43049785
"17","41201803",43049786
"17","41201804",43049787
"17","41201805",43049788
"17","41201806",43049789
"17","41201807",43049790
"17","41201808",43049791
"17","41201809",43049792
"17","41201810",43049793
"17","41201811",43049794
"17","41201812",43049795
"17","41201813",43049796
"17","41201814",43049797
"17","41201815",43049798
"17","41201816",43049799
"17","41201817",43049800
"17","41201818",43049801
"17","41201819",43049802
"17","41201820",43049803
"17","41201821",43049804
"17","41201822",43049805
"17","41201823",43049806
"17","41201824",43049807
"17","41201825",43049808
"17","41201826",43049809
"17","41201827",43049810
"17","41201828",43049811
"17","41201829",43049812
"17","41201830",43049813
"17","41201831",43049814
"17","41201832",43049815
"17","41201833",43049816
"17","41201834",43049817
"17","41201835",43049818
"17","41201836",43049819
"17","41201837",43049820
"17","41201838",43049821
"17","41201839",43049822
"17","41201840",43049823
"17","41201841",43049824
"17","41201842",43049825
"17","41201843",43049826
"17","41201844",43049827
"17","41201845",43049828
"17","41201846",43049829
"17","41201847",43049830
"17","41201848",43049831
"17","41201849",43049832
"17","41201850",43049833
"17","41201851",43049834
"17","41201852",43049835
"17","41201853",43049836
"17","41201854",43049837
"17","41201855",43049838
"17","41201856",43049839
"17","41201857",43049840
"17","41201858",43049841
"17","41201859",43049842
"17","41201860",43049843
"17","41201861",43049844
"17","41201862",43049845
"17","41201863",43049846
"17","41201864",43049847
"17","41201865",43049848
"17","41201866",43049849
"17","41201867",43049850
"17","41201868",43049851
"17","41201869",43049852
"17","41201870",43049853
"17","41201871",43049854
"17","41201872",43049855
"17","41201873",43049856
"17","41201874",43049857
"17","41201875",43049858
"17","41201876",43049859
"17","41201877",43049860
"17","41201878",43049861
"17","41201879",43049862
"17","41201880",43049863
"17","41201881",43049864
"17","41201882",43049865
"17","41201883",43049866
"17","41201884",43049867
"17","41201885",43049868
"17","41201886",43049869
"17","41201887",43049870
"17","41201888",43049871
"17","41201889",43049872
"17","41201890",43049873
"17","41201891",43049874
"17","41201892",43049875
"17","41201893",43049876
"17","41201894",43049877
"17","41201895",43049878
"17","41201896",43049879
"17","41201897",43049880
"17","41201898",43049881
"17","41201899",43049882
"17","41201900",43049883
"17","41201901",43049884
"17","41201902",43049885
"17","41201903",43049886
"17","41201904",43049887
"17","41201905",43049888
"17","41201906",43049889
"17","41201907",43049890
"17","41201908",43049891
"17","41201909",43049892
"17","41201910",43049893
"17","41201911",43049894
"17","41201912",43049895
"17","41201913",43049896
"17","41201914",43049897
"17","41201915",43049898
"17","41201916",43049899
"17","41201917",43049900
"17","41201918",43049901
"17","41201919",43049902
"17","41201920",43049903
"17","41201921",43049904
"17","41201922",43049905
"17","41201923",43049906
"17","41201924",43049907
"17","41201925",43049908
"17","41201926",43049909
"17","41201927",43049910
"17","41201928",43049911
"17","41201929",43049912
"17","41201930",43049913
"17","41201931",43049914
"17","41201932",43049915
"17","41201933",43049916
"17","41201934",43049917
"17","41201935",43049918
"17","41201936",43049919
"17","41201937",43049920
"17","41201938",43049921
"17","41201939",43049922
"17","41201940",43049923
"17","41201941",43049924
"17","41201942",43049925
"17","41201943",43049926
"17","41201944",43049927
"17","41201945",43049928
"17","41201946",43049929
"17","41201947",43049930
"17","41201948",43049931
"17","41201949",43049932
"17","41201950",43049933
"17","41201951",43049934
"17","41201952",43049935
"17","41201953",43049936
"17","41201954",43049937
"17","41201955",43049938
"17","41201956",43049939
"17","41201957",43049940
"17","41201958",43049941
"17","41201959",43049942
"17","41201960",43049943
"17","41201961",43049944
"17","41201962",43049945
"17","41201963",43049946
"17","41201964",43049947
"17","41201965",43049948
"17","41201966",43049949
"17","41201967",43049950
"17","41201968",43049951
"17","41201969",43049952
"17","41201970",43049953
"17","41201971",43049954
"17","41201972",43049955
"17","41201973",43049956
"17","41201974",43049957
"17","41201975",43049958
"17","41201976",43049959
"17","41201977",43049960
"17","41201978",43049961
"17","41201979",43049962
"17","41201980",43049963
"17","41201981",43049964
"17","41201982",43049965
"17","41201983",43049966
"17","41201984",43049967
"17","41201985",43049968
"17","41201986",43049969
"17","41201987",43049970
"17","41201988",43049971
"17","41201989",43049972
"17","41201990",43049973
"17","41201991",43049974
"17","41201992",43049975
"17","41201993",43049976
"17","41201994",43049977
"17","41201995",43049978
"17","41201996",43049979
"17","41201997",43049980
"17","41201998",43049981
"17","41201999",43049982
"17","41202000",43049983
"17","41202001",43049984
"17","41202002",43049985
"17","41202003",43049986
"17","41202004",43049987
"17","41202005",43049988
"17","41202006",43049989
"17","41202007",43049990
"17","41202008",43049991
"17","41202009",43049992
"17","41202010",43049993
"17","41202011",43049994
"17","41202012",43049995
"17","41202013",43049996
"17","41202014",43049997
"17","41202015",43049998
"17","41202016",43049999
"17","41202017",43050000
"17","41202018",43050001
"17","41202019",43050002
"17","41202020",43050003
"17","41202021",43050004
"17","41202022",43050005
"17","41202023",43050006
"17","41202024",43050007
"17","41202025",43050008
"17","41202026",43050009
"17","41202027",43050010
"17","41202028",43050011
"17","41202029",43050012
"17","41202030",43050013
"17","41202031",43050014
"17","41202032",43050015
"17","41202033",43050016
"17","41202034",43050017
"17","41202035",43050018
"17","41202036",43050019
"17","41202037",43050020
"17","41202038",43050021
"17","41202039",43050022
"17","41202040",43050023
"17","41202041",43050024
"17","41202042",43050025
"17","41202043",43050026
"17","41202044",43050027
"17","41202045",43050028
"17","41202046",43050029
"17","41202047",43050030
"17","41202048",43050031
"17","41202049",43050032
"17","41202050",43050033
"17","41202051",43050034
"17","41202052",43050035
"17","41202053",43050036
"17","41202054",43050037
"17","41202055",43050038
"17","41202056",43050039
"17","41202057",43050040
"17","41202058",43050041
"17","41202059",43050042
"17","41202060",43050043
"17","41202061",43050044
"17","41202062",43050045
"17","41202063",43050046
"17","41202064",43050047
"17","41202065",43050048
"17","41202066",43050049
"17","41202067",43050050
"17","41202068",43050051
"17","41202069",43050052
"17","41202070",43050053
"17","41202071",43050054
"17","41202072",43050055
"17","41202073",43050056
"17","41202074",43050057
"17","41202075",43050058
"17","41202076",43050059
"17","41202077",43050060
"17","41202078",43050061
"17","41202079",43050062
"17","41202080",43050063
"17","41202081",43050064
"17","41202082",43050065
"17","41202083",43050066
"17","41202084",43050067
"17","41202085",43050068
"17","41202086",43050069
"17","41202087",43050070
"17","41202088",43050071
"17","41202089",43050072
"17","41202090",43050073
"17","41202091",43050074
"17","41202092",43050075
"17","41202093",43050076
"17","41202094",43050077
"17","41202095",43050078
"17","41202096",43050079
"17","41202097",43050080
"17","41202098",43050081
"17","41202099",43050082
"17","41202100",43050083
"17","41202101",43050084
"17","41202102",43050085
"17","41202103",43050086
"17","41202104",43050087
"17","41202105",43050088
"17","41202106",43050089
"17","41202107",43050090
"17","41202108",43050091
"17","41202109",43050092
"17","41202110",43050093
"17","41202111",43050094
"17","41202112",43050095
"17","41202113",43050096
"17","41202114",43050097
"17","41202115",43050098
"17","41202116",43050099
"17","41202117",43050100
"17","41202118",43050101
"17","41202119",43050102
"17","41202120",43050103
"17","41202121",43050104
"17","41202122",43050105
"17","41202123",43050106
"17","41202124",43050107
"17","41202125",43050108
"17","41202126",43050109
"17","41202127",43050110
"17","41202128",43050111
"17","41202129",43050112
"17","41202130",43050113
"17","41202131",43050114
"17","41202132",43050115
"17","41202133",43050116
"17","41202134",43050117
"17","41202135",43050118
"17","41202136",43050119
"17","41202137",43050120
"17","41202138",43050121
"17","41202139",43050122
"17","41202140",43050123
"17","41202141",43050124
"17","41202142",43050125
"17","41202143",43050126
"17","41202144",43050127
"17","41202145",43050128
"17","41202146",43050129
"17","41202147",43050130
"17","41202148",43050131
"17","41202149",43050132
"17","41202150",43050133
"17","41202151",43050134
"17","41202152",43050135
"17","41202153",43050136
"17","41202154",43050137
"17","41202155",43050138
"17","41202156",43050139
"17","41202157",43050140
"17","41202158",43050141
"17","41202159",43050142
"17","41202160",43050143
"17","41202161",43050144
"17","41202162",43050145
"17","41202163",43050146
"17","41202164",43050147
"17","41202165",43050148
"17","41202166",43050149
"17","41202167",43050150
"17","41202168",43050151
"17","41202169",43050152
"17","41202170",43050153
"17","41202171",43050154
"17","41202172",43050155
"17","41202173",43050156
"17","41202174",43050157
"17","41202175",43050158
"17","41202176",43050159
"17","41202177",43050160
"17","41202178",43050161
"17","41202179",43050162
"17","41202180",43050163
"17","41202181",43050164
"17","41202182",43050165
"17","41202183",43050166
"17","41202184",43050167
"17","41202185",43050168
"17","41202186",43050169
"17","41202187",43050170
"17","41202188",43050171
"17","41202189",43050172
"17","41202190",43050173
"17","41202191",43050174
"17","41202192",43050175
"17","41202193",43050176
"17","41202194",43050177
"17","41202195",43050178
"17","41202196",43050179
"17","41202197",43050180
"17","41202198",43050181
"17","41202199",43050182
"17","41202200",43050183
"17","41202201",43050184
"17","41202202",43050185
"17","41202203",43050186
"17","41202204",43050187
"17","41202205",43050188
"17","41202206",43050189
"17","41202207",43050190
"17","41202208",43050191
"17","41202209",43050192
"17","41202210",43050193
"17","41202211",43050194
"17","41202212",43050195
"17","41202213",43050196
"17","41202214",43050197
"17","41202215",43050198
"17","41202216",43050199
"17","41202217",43050200
"17","41202218",43050201
"17","41202219",43050202
"17","41202220",43050203
"17","41202221",43050204
"17","41202222",43050205
"17","41202223",43050206
"17","41202224",43050207
"17","41202225",43050208
"17","41202226",43050209
"17","41202227",43050210
"17","41202228",43050211
"17","41202229",43050212
"17","41202230",43050213
"17","41202231",43050214
"17","41202232",43050215
"17","41202233",43050216
"17","41202234",43050217
"17","41202235",43050218
"17","41202236",43050219
"17","41202237",43050220
"17","41202238",43050221
"17","41202239",43050222
"17","41202240",43050223
"17","41202241",43050224
"17","41202242",43050225
"17","41202243",43050226
"17","41202244",43050227
"17","41202245",43050228
"17","41202246",43050229
"17","41202247",43050230
"17","41202248",43050231
"17","41202249",43050232
"17","41202250",43050233
"17","41202251",43050234
"17","41202252",43050235
"17","41202253",43050236
"17","41202254",43050237
"17","41202255",43050238
"17","41202256",43050239
"17","41202257",43050240
"17","41202258",43050241
"17","41202259",43050242
"17","41202260",43050243
"17","41202261",43050244
"17","41202262",43050245
"17","41202263",43050246
"17","41202264",43050247
"17","41202265",43050248
"17","41202266",43050249
"17","41202267",43050250
"17","41202268",43050251
"17","41202269",43050252
"17","41202270",43050253
"17","41202271",43050254
"17","41202272",43050255
"17","41202273",43050256
"17","41202274",43050257
"17","41202275",43050258
"17","41202276",43050259
"17","41202277",43050260
"17","41202278",43050261
"17","41202279",43050262
"17","41202280",43050263
"17","41202281",43050264
"17","41202282",43050265
"17","41202283",43050266
"17","41202284",43050267
"17","41202285",43050268
"17","41202286",43050269
"17","41202287",43050270
"17","41202288",43050271
"17","41202289",43050272
"17","41202290",43050273
"17","41202291",43050274
"17","41202292",43050275
"17","41202293",43050276
"17","41202294",43050277
"17","41202295",43050278
"17","41202296",43050279
"17","41202297",43050280
"17","41202298",43050281
"17","41202299",43050282
"17","41202300",43050283
"17","41202301",43050284
"17","41202302",43050285
"17","41202303",43050286
"17","41202304",43050287
"17","41202305",43050288
"17","41202306",43050289
"17","41202307",43050290
"17","41202308",43050291
"17","41202309",43050292
"17","41202310",43050293
"17","41202311",43050294
"17","41202312",43050295
"17","41202313",43050296
"17","41202314",43050297
"17","41202315",43050298
"17","41202316",43050299
"17","41202317",43050300
"17","41202318",43050301
"17","41202319",43050302
"17","41202320",43050303
"17","41202321",43050304
"17","41202322",43050305
"17","41202323",43050306
"17","41202324",43050307
"17","41202325",43050308
"17","41202326",43050309
"17","41202327",43050310
"17","41202328",43050311
"17","41202329",43050312
"17","41202330",43050313
"17","41202331",43050314
"17","41202332",43050315
"17","41202333",43050316
"17","41202334",43050317
"17","41202335",43050318
"17","41202336",43050319
"17","41202337",43050320
"17","41202338",43050321
"17","41202339",43050322
"17","41202340",43050323
"17","41202341",43050324
"17","41202342",43050325
"17","41202343",43050326
"17","41202344",43050327
"17","41202345",43050328
"17","41202346",43050329
"17","41202347",43050330
"17","41202348",43050331
"17","41202349",43050332
"17","41202350",43050333
"17","41202351",43050334
"17","41202352",43050335
"17","41202353",43050336
"17","41202354",43050337
"17","41202355",43050338
"17","41202356",43050339
"17","41202357",43050340
"17","41202358",43050341
"17","41202359",43050342
"17","41202360",43050343
"17","41202361",43050344
"17","41202362",43050345
"17","41202363",43050346
"17","41202364",43050347
"17","41202365",43050348
"17","41202366",43050349
"17","41202367",43050350
"17","41202368",43050351
"17","41202369",43050352
"17","41202370",43050353
"17","41202371",43050354
"17","41202372",43050355
"17","41202373",43050356
"17","41202374",43050357
"17","41202375",43050358
"17","41202376",43050359
"17","41202377",43050360
"17","41202378",43050361
"17","41202379",43050362
"17","41202380",43050363
"17","41202381",43050364
"17","41202382",43050365
"17","41202383",43050366
"17","41202384",43050367
"17","41202385",43050368
"17","41202386",43050369
"17","41202387",43050370
"17","41202388",43050371
"17","41202389",43050372
"17","41202390",43050373
"17","41202391",43050374
"17","41202392",43050375
"17","41202393",43050376
"17","41202394",43050377
"17","41202395",43050378
"17","41202396",43050379
"17","41202397",43050380
"17","41202398",43050381
"17","41202399",43050382
"17","41202400",43050383
"17","41202401",43050384
"17","41202402",43050385
"17","41202403",43050386
"17","41202404",43050387
"17","41202405",43050388
"17","41202406",43050389
"17","41202407",43050390
"17","41202408",43050391
"17","41202409",43050392
"17","41202410",43050393
"17","41202411",43050394
"17","41202412",43050395
"17","41202413",43050396
"17","41202414",43050397
"17","41202415",43050398
"17","41202416",43050399
"17","41202417",43050400
"17","41202418",43050401
"17","41202419",43050402
"17","41202420",43050403
"17","41202421",43050404
"17","41202422",43050405
"17","41202423",43050406
"17","41202424",43050407
"17","41202425",43050408
"17","41202426",43050409
"17","41202427",43050410
"17","41202428",43050411
"17","41202429",43050412
"17","41202430",43050413
"17","41202431",43050414
"17","41202432",43050415
"17","41202433",43050416
"17","41202434",43050417
"17","41202435",43050418
"17","41202436",43050419
"17","41202437",43050420
"17","41202438",43050421
"17","41202439",43050422
"17","41202440",43050423
"17","41202441",43050424
"17","41202442",43050425
"17","41202443",43050426
"17","41202444",43050427
"17","41202445",43050428
"17","41202446",43050429
"17","41202447",43050430
"17","41202448",43050431
"17","41202449",43050432
"17","41202450",43050433
"17","41202451",43050434
"17","41202452",43050435
"17","41202453",43050436
"17","41202454",43050437
"17","41202455",43050438
"17","41202456",43050439
"17","41202457",43050440
"17","41202458",43050441
"17","41202459",43050442
"17","41202460",43050443
"17","41202461",43050444
"17","41202462",43050445
"17","41202463",43050446
"17","41202464",43050447
"17","41202465",43050448
"17","41202466",43050449
"17","41202467",43050450
"17","41202468",43050451
"17","41202469",43050452
"17","41202470",43050453
"17","41202471",43050454
"17","41202472",43050455
"17","41202473",43050456
"17","41202474",43050457
"17","41202475",43050458
"17","41202476",43050459
"17","41202477",43050460
"17","41202478",43050461
"17","41202479",43050462
"17","41202480",43050463
"17","41202481",43050464
"17","41202482",43050465
"17","41202483",43050466
"17","41202484",43050467
"17","41202485",43050468
"17","41202486",43050469
"17","41202487",43050470
"17","41202488",43050471
"17","41202489",43050472
"17","41202490",43050473
"17","41202491",43050474
"17","41202492",43050475
"17","41202493",43050476
"17","41202494",43050477
"17","41202495",43050478
"17","41202496",43050479
"17","41202497",43050480
"17","41202498",43050481
"17","41202499",43050482
"17","41202500",43050483
"17","41202501",43050484
"17","41202502",43050485
"17","41202503",43050486
"17","41202504",43050487
"17","41202505",43050488
"17","41202506",43050489
"17","41202507",43050490
"17","41202508",43050491
"17","41202509",43050492
"17","41202510",43050493
"17","41202511",43050494
"17","41202512",43050495
"17","41202513",43050496
"17","41202514",43050497
"17","41202515",43050498
"17","41202516",43050499
"17","41202517",43050500
"17","41202518",43050501
"17","41202519",43050502
"17","41202520",43050503
"17","41202521",43050504
"17","41202522",43050505
"17","41202523",43050506
"17","41202524",43050507
"17","41202525",43050508
"17","41202526",43050509
"17","41202527",43050510
"17","41202528",43050511
"17","41202529",43050512
"17","41202530",43050513
"17","41202531",43050514
"17","41202532",43050515
"17","41202533",43050516
"17","41202534",43050517
"17","41202535",43050518
"17","41202536",43050519
"17","41202537",43050520
"17","41202538",43050521
"17","41202539",43050522
"17","41202540",43050523
"17","41202541",43050524
"17","41202542",43050525
"17","41202543",43050526
"17","41202544",43050527
"17","41202545",43050528
"17","41202546",43050529
"17","41202547",43050530
"17","41202548",43050531
"17","41202549",43050532
"17","41202550",43050533
"17","41202551",43050534
"17","41202552",43050535
"17","41202553",43050536
"17","41202554",43050537
"17","41202555",43050538
"17","41202556",43050539
"17","41202557",43050540
"17","41202558",43050541
"17","41202559",43050542
"17","41202560",43050543
"17","41202561",43050544
"17","41202562",43050545
"17","41202563",43050546
"17","41202564",43050547
"17","41202565",43050548
"17","41202566",43050549
"17","41202567",43050550
"17","41202568",43050551
"17","41202569",43050552
"17","41202570",43050553
"17","41202571",43050554
"17","41202572",43050555
"17","41202573",43050556
"17","41202574",43050557
"17","41202575",43050558
"17","41202576",43050559
"17","41202577",43050560
"17","41202578",43050561
"17","41202579",43050562
"17","41202580",43050563
"17","41202581",43050564
"17","41202582",43050565
"17","41202583",43050566
"17","41202584",43050567
"17","41202585",43050568
"17","41202586",43050569
"17","41202587",43050570
"17","41202588",43050571
"17","41202589",43050572
"17","41202590",43050573
"17","41202591",43050574
"17","41202592",43050575
"17","41202593",43050576
"17","41202594",43050577
"17","41202595",43050578
"17","41202596",43050579
"17","41202597",43050580
"17","41202598",43050581
"17","41202599",43050582
"17","41202600",43050583
"17","41202601",43050584
"17","41202602",43050585
"17","41202603",43050586
"17","41202604",43050587
"17","41202605",43050588
"17","41202606",43050589
"17","41202607",43050590
"17","41202608",43050591
"17","41202609",43050592
"17","41202610",43050593
"17","41202611",43050594
"17","41202612",43050595
"17","41202613",43050596
"17","41202614",43050597
"17","41202615",43050598
"17","41202616",43050599
"17","41202617",43050600
"17","41202618",43050601
"17","41202619",43050602
"17","41202620",43050603
"17","41202621",43050604
"17","41202622",43050605
"17","41202623",43050606
"17","41202624",43050607
"17","41202625",43050608
"17","41202626",43050609
"17","41202627",43050610
"17","41202628",43050611
"17","41202629",43050612
"17","41202630",43050613
"17","41202631",43050614
"17","41202632",43050615
"17","41202633",43050616
"17","41202634",43050617
"17","41202635",43050618
"17","41202636",43050619
"17","41202637",43050620
"17","41202638",43050621
"17","41202639",43050622
"17","41202640",43050623
"17","41202641",43050624
"17","41202642",43050625
"17","41202643",43050626
"17","41202644",43050627
"17","41202645",43050628
"17","41202646",43050629
"17","41202647",43050630
"17","41202648",43050631
"17","41202649",43050632
"17","41202650",43050633
"17","41202651",43050634
"17","41202652",43050635
"17","41202653",43050636
"17","41202654",43050637
"17","41202655",43050638
"17","41202656",43050639
"17","41202657",43050640
"17","41202658",43050641
"17","41202659",43050642
"17","41202660",43050643
"17","41202661",43050644
"17","41202662",43050645
"17","41202663",43050646
"17","41202664",43050647
"17","41202665",43050648
"17","41202666",43050649
"17","41202667",43050650
"17","41202668",43050651
"17","41202669",43050652
"17","41202670",43050653
"17","41202671",43050654
"17","41202672",43050655
"17","41202673",43050656
"17","41202674",43050657
"17","41202675",43050658
"17","41202676",43050659
"17","41202677",43050660
"17","41202678",43050661
"17","41202679",43050662
"17","41202680",43050663
"17","41202681",43050664
"17","41202682",43050665
"17","41202683",43050666
"17","41202684",43050667
"17","41202685",43050668
"17","41202686",43050669
"17","41202687",43050670
"17","41202688",43050671
"17","41202689",43050672
"17","41202690",43050673
"17","41202691",43050674
"17","41202692",43050675
"17","41202693",43050676
"17","41202694",43050677
"17","41202695",43050678
"17","41202696",43050679
"17","41202697",43050680
"17","41202698",43050681
"17","41202699",43050682
"17","41202700",43050683
"17","41202701",43050684
"17","41202702",43050685
"17","41202703",43050686
"17","41202704",43050687
"17","41202705",43050688
"17","41202706",43050689
"17","41202707",43050690
"17","41202708",43050691
"17","41202709",43050692
"17","41202710",43050693
"17","41202711",43050694
"17","41202712",43050695
"17","41202713",43050696
"17","41202714",43050697
"17","41202715",43050698
"17","41202716",43050699
"17","41202717",43050700
"17","41202718",43050701
"17","41202719",43050702
"17","41202720",43050703
"17","41202721",43050704
"17","41202722",43050705
"17","41202723",43050706
"17","41202724",43050707
"17","41202725",43050708
"17","41202726",43050709
"17","41202727",43050710
"17","41202728",43050711
"17","41202729",43050712
"17","41202730",43050713
"17","41202731",43050714
"17","41202732",43050715
"17","41202733",43050716
"17","41202734",43050717
"17","41202735",43050718
"17","41202736",43050719
"17","41202737",43050720
"17","41202738",43050721
"17","41202739",43050722
"17","41202740",43050723
"17","41202741",43050724
"17","41202742",43050725
"17","41202743",43050726
"17","41202744",43050727
"17","41202745",43050728
"17","41202746",43050729
"17","41202747",43050730
"17","41202748",43050731
"17","41202749",43050732
"17","41202750",43050733
"17","41202751",43050734
"17","41202752",43050735
"17","41202753",43050736
"17","41202754",43050737
"17","41202755",43050738
"17","41202756",43050739
"17","41202757",43050740
"17","41202758",43050741
"17","41202759",43050742
"17","41202760",43050743
"17","41202761",43050744
"17","41202762",43050745
"17","41202763",43050746
"17","41202764",43050747
"17","41202765",43050748
"17","41202766",43050749
"17","41202767",43050750
"17","41202768",43050751
"17","41202769",43050752
"17","41202770",43050753
"17","41202771",43050754
"17","41202772",43050755
"17","41202773",43050756
"17","41202774",43050757
"17","41202775",43050758
"17","41202776",43050759
"17","41202777",43050760
"17","41202778",43050761
"17","41202779",43050762
"17","41202780",43050763
"17","41202781",43050764
"17","41202782",43050765
"17","41202783",43050766
"17","41202784",43050767
"17","41202785",43050768
"17","41202786",43050769
"17","41202787",43050770
"17","41202788",43050771
"17","41202789",43050772
"17","41202790",43050773
